id,experiment,condition,n_check,n_hit,infer,scan,check_rate,hit_rate,human_hit,content
exp2_20to4_24,2,4_counter,20,20,19,1,1.0,1.0,0.95,20 out of 20
exp2_20to4_26,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_28,2,4_counter,20,20,19,1,1.0,1.0,0.95,20 out of 20
exp2_20to4_30,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_33,2,4_counter,20,20,7,1,1.0,1.0,0.35,20 out of 20
exp2_20to4_35,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_36,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_38,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_39,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_40,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_41,2,4_counter,20,20,19,1,1.0,1.0,0.95,20 out of 20
exp2_20to4_42,2,4_counter,20,20,15,1,1.0,1.0,0.75,20 out of 20
exp2_20to4_43,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_44,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_45,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_47,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_48,2,4_counter,20,20,10,1,1.0,1.0,0.5,20 out of 20
exp2_20to4_49,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_50,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_51,2,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp2_20to4_52,2,4_counter,20,20,15,1,1.0,1.0,0.75,20 out of 20
exp2_20to4_53,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_54,2,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp2_20to4_55,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_56,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_57,2,4_counter,20,20,16,1,1.0,1.0,0.8,20 out of 20
exp2_20to4_58,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_59,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_60,2,4_counter,20,20,16,1,1.0,1.0,0.8,20 out of 20
exp2_20to4_61,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_62,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_63,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_64,2,4_counter,20,20,0,1,1.0,1.0,0.0,20 out of 20
exp2_20to4_65,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_66,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_67,2,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp2_20to4_68,2,4_counter,20,20,19,1,1.0,1.0,0.95,20 out of 20
exp2_20to4_69,2,4_counter,20,20,19,1,1.0,1.0,0.95,20 out of 20
exp2_20to4_70,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_71,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_72,2,4_counter,20,20,19,1,1.0,1.0,0.95,20 out of 20
exp2_20to4_73,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_74,2,4_counter,20,20,17,1,1.0,1.0,0.85,20 out of 20
exp2_20to4_75,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp2_20to4_76,2,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_0,4,4_counter,20,20,12,1,1.0,1.0,0.6,20 out of 20
exp4_20to4_1,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_2,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_3,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_4,4,4_counter,20,20,19,1,1.0,1.0,0.95,20 out of 20
exp4_20to4_5,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_6,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_7,4,4_counter,20,20,16,1,1.0,1.0,0.8,20 out of 20
exp4_20to4_8,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_9,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_10,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_11,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_12,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_13,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_14,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_15,4,4_counter,20,20,16,1,1.0,1.0,0.8,20 out of 20
exp4_20to4_16,4,4_counter,20,20,16,1,1.0,1.0,0.8,20 out of 20
exp4_20to4_17,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_18,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_19,4,4_counter,20,20,17,1,1.0,1.0,0.85,20 out of 20
exp4_20to4_20,4,4_counter,20,20,9,1,1.0,1.0,0.45,20 out of 20
exp4_20to4_21,4,4_counter,20,20,19,1,1.0,1.0,0.95,20 out of 20
exp4_20to4_22,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_23,4,4_counter,20,20,11,1,1.0,1.0,0.55,20 out of 20
exp4_20to4_24,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_25,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_26,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_27,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_28,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_29,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_30,4,4_counter,20,20,16,1,1.0,1.0,0.8,20 out of 20
exp4_20to4_31,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_32,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_33,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_34,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_35,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_36,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_37,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_38,4,4_counter,20,20,19,1,1.0,1.0,0.95,20 out of 20
exp4_20to4_39,4,4_counter,20,20,13,1,1.0,1.0,0.65,20 out of 20
exp4_20to4_40,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_41,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_42,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_43,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_44,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_48,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_50,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_52,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_54,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp4_20to4_57,4,4_counter,20,20,18,1,1.0,1.0,0.9,20 out of 20
exp4_20to4_59,4,4_counter,20,20,16,1,1.0,1.0,0.8,20 out of 20
exp4_20to4_62,4,4_counter,20,20,20,1,1.0,1.0,1.0,20 out of 20
exp3_16to8_0,3,8_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_16to8_1,3,8_counter,20,6,17,1,1.0,0.3,0.85,6 out of 20
exp3_16to8_2,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_3,3,8_counter,20,6,15,1,1.0,0.3,0.75,6 out of 20
exp3_16to8_4,3,8_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_16to8_6,3,8_counter,20,6,8,1,1.0,0.3,0.4,6 out of 20
exp3_16to8_9,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_11,3,8_counter,20,6,18,1,1.0,0.3,0.9,6 out of 20
exp3_16to8_13,3,8_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_16to8_20,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_22,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_23,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_25,3,8_counter,20,6,10,1,1.0,0.3,0.5,6 out of 20
exp3_16to8_26,3,8_counter,20,6,9,1,1.0,0.3,0.45,6 out of 20
exp3_16to8_28,3,8_counter,20,6,3,0,1.0,0.3,0.15,6 out of 20
exp3_16to8_29,3,8_counter,20,6,13,1,1.0,0.3,0.65,6 out of 20
exp3_16to8_30,3,8_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_16to8_31,3,8_counter,20,6,20,1,1.0,0.3,1.0,6 out of 20
exp3_16to8_32,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_33,3,8_counter,20,6,1,1,1.0,0.3,0.05,6 out of 20
exp3_16to8_35,3,8_counter,20,6,2,0,1.0,0.3,0.1,6 out of 20
exp3_16to8_36,3,8_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_16to8_37,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_40,3,8_counter,20,6,4,0,1.0,0.3,0.2,6 out of 20
exp3_16to8_41,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_42,3,8_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp3_16to8_43,3,8_counter,20,6,5,0,1.0,0.3,0.25,6 out of 20
exp3_16to8_44,3,8_counter,20,6,10,1,1.0,0.3,0.5,6 out of 20
exp3_16to8_45,3,8_counter,20,6,0,0,1.0,0.3,0.0,6 out of 20
exp3_16to8_46,3,8_counter,20,6,17,1,1.0,0.3,0.85,6 out of 20
exp3_16to8_47,3,8_counter,20,6,4,0,1.0,0.3,0.2,6 out of 20
exp3_16to8_48,3,8_counter,20,6,3,0,1.0,0.3,0.15,6 out of 20
exp3_16to8_49,3,8_counter,20,6,18,1,1.0,0.3,0.9,6 out of 20
exp3_16to8_50,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_51,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_52,3,8_counter,20,6,5,0,1.0,0.3,0.25,6 out of 20
exp3_16to8_53,3,8_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_16to8_54,3,8_counter,20,6,8,1,1.0,0.3,0.4,6 out of 20
exp3_16to8_55,3,8_counter,20,6,10,1,1.0,0.3,0.5,6 out of 20
exp3_16to8_56,3,8_counter,20,6,20,1,1.0,0.3,1.0,6 out of 20
exp3_16to8_57,3,8_counter,20,6,14,1,1.0,0.3,0.7,6 out of 20
exp3_16to8_58,3,8_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_16to8_59,3,8_counter,20,6,5,1,1.0,0.3,0.25,6 out of 20
exp3_16to8_60,3,8_counter,20,6,8,1,1.0,0.3,0.4,6 out of 20
exp3_16to8_61,3,8_counter,20,6,9,1,1.0,0.3,0.45,6 out of 20
exp3_16to8_62,3,8_counter,20,6,5,0,1.0,0.3,0.25,6 out of 20
exp3_12to12_0,3,12_counter,20,6,10,1,1.0,0.3,0.5,6 out of 20
exp3_12to12_1,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_4,3,12_counter,20,6,15,1,1.0,0.3,0.75,6 out of 20
exp3_12to12_5,3,12_counter,20,6,14,1,1.0,0.3,0.7,6 out of 20
exp3_12to12_8,3,12_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_12to12_10,3,12_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp3_12to12_11,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_13,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_15,3,12_counter,20,6,15,1,1.0,0.3,0.75,6 out of 20
exp3_12to12_16,3,12_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_12to12_17,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_19,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_20,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_21,3,12_counter,20,6,10,1,1.0,0.3,0.5,6 out of 20
exp3_12to12_22,3,12_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_12to12_24,3,12_counter,20,6,11,1,1.0,0.3,0.55,6 out of 20
exp3_12to12_25,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_26,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_27,3,12_counter,20,6,7,0,1.0,0.3,0.35,6 out of 20
exp3_12to12_29,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_31,3,12_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp3_12to12_32,3,12_counter,20,6,16,1,1.0,0.3,0.8,6 out of 20
exp3_12to12_34,3,12_counter,20,6,18,1,1.0,0.3,0.9,6 out of 20
exp3_12to12_35,3,12_counter,20,6,20,1,1.0,0.3,1.0,6 out of 20
exp3_12to12_36,3,12_counter,20,6,8,1,1.0,0.3,0.4,6 out of 20
exp3_12to12_37,3,12_counter,20,6,15,1,1.0,0.3,0.75,6 out of 20
exp3_12to12_38,3,12_counter,20,6,14,1,1.0,0.3,0.7,6 out of 20
exp3_12to12_39,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_40,3,12_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_12to12_41,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_42,3,12_counter,20,6,5,0,1.0,0.3,0.25,6 out of 20
exp3_12to12_43,3,12_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_12to12_44,3,12_counter,20,6,2,0,1.0,0.3,0.1,6 out of 20
exp3_12to12_45,3,12_counter,20,6,8,1,1.0,0.3,0.4,6 out of 20
exp3_12to12_46,3,12_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_12to12_47,3,12_counter,20,6,16,1,1.0,0.3,0.8,6 out of 20
exp3_12to12_48,3,12_counter,20,6,20,1,1.0,0.3,1.0,6 out of 20
exp3_12to12_49,3,12_counter,20,6,8,0,1.0,0.3,0.4,6 out of 20
exp3_12to12_50,3,12_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_12to12_51,3,12_counter,20,6,10,1,1.0,0.3,0.5,6 out of 20
exp3_12to12_52,3,12_counter,20,6,16,1,1.0,0.3,0.8,6 out of 20
exp3_12to12_53,3,12_counter,20,6,13,1,1.0,0.3,0.65,6 out of 20
exp3_12to12_54,3,12_counter,20,6,13,1,1.0,0.3,0.65,6 out of 20
exp3_12to12_55,3,12_counter,20,6,4,1,1.0,0.3,0.2,6 out of 20
exp3_8to16_1,3,16_counter,20,6,5,0,1.0,0.3,0.25,6 out of 20
exp3_8to16_2,3,16_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_8to16_3,3,16_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_8to16_5,3,16_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_8to16_6,3,16_counter,20,6,7,0,1.0,0.3,0.35,6 out of 20
exp3_8to16_11,3,16_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_8to16_12,3,16_counter,20,6,3,0,1.0,0.3,0.15,6 out of 20
exp3_8to16_14,3,16_counter,20,6,9,1,1.0,0.3,0.45,6 out of 20
exp3_8to16_19,3,16_counter,20,6,15,1,1.0,0.3,0.75,6 out of 20
exp3_8to16_20,3,16_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_8to16_23,3,16_counter,20,6,20,1,1.0,0.3,1.0,6 out of 20
exp3_8to16_25,3,16_counter,20,6,10,1,1.0,0.3,0.5,6 out of 20
exp3_8to16_27,3,16_counter,20,6,20,1,1.0,0.3,1.0,6 out of 20
exp3_8to16_28,3,16_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_8to16_29,3,16_counter,20,6,5,1,1.0,0.3,0.25,6 out of 20
exp3_8to16_31,3,16_counter,20,6,8,0,1.0,0.3,0.4,6 out of 20
exp3_8to16_32,3,16_counter,20,6,7,0,1.0,0.3,0.35,6 out of 20
exp3_8to16_33,3,16_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp3_8to16_34,3,16_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_8to16_35,3,16_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_8to16_36,3,16_counter,20,6,2,0,1.0,0.3,0.1,6 out of 20
exp3_8to16_37,3,16_counter,20,6,7,0,1.0,0.3,0.35,6 out of 20
exp3_8to16_38,3,16_counter,20,6,20,1,1.0,0.3,1.0,6 out of 20
exp3_8to16_39,3,16_counter,20,6,20,1,1.0,0.3,1.0,6 out of 20
exp3_8to16_40,3,16_counter,20,6,18,1,1.0,0.3,0.9,6 out of 20
exp3_8to16_41,3,16_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_8to16_42,3,16_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_8to16_43,3,16_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_8to16_44,3,16_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_8to16_45,3,16_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp3_8to16_46,3,16_counter,20,6,12,1,1.0,0.3,0.6,6 out of 20
exp3_8to16_47,3,16_counter,20,6,11,1,1.0,0.3,0.55,6 out of 20
exp3_8to16_48,3,16_counter,20,6,5,0,1.0,0.3,0.25,6 out of 20
exp3_8to16_49,3,16_counter,20,6,5,0,1.0,0.3,0.25,6 out of 20
exp3_8to16_50,3,16_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_8to16_51,3,16_counter,20,6,3,1,1.0,0.3,0.15,6 out of 20
exp3_8to16_52,3,16_counter,20,6,8,0,1.0,0.3,0.4,6 out of 20
exp3_8to16_53,3,16_counter,20,6,13,1,1.0,0.3,0.65,6 out of 20
exp3_8to16_54,3,16_counter,20,6,5,0,1.0,0.3,0.25,6 out of 20
exp3_8to16_55,3,16_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp3_8to16_56,3,16_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp3_8to16_57,3,16_counter,20,6,5,0,1.0,0.3,0.25,6 out of 20
exp3_4to20_0,3,20_counter,20,6,20,1,1.0,0.3,1.0,6 out of 20
exp3_4to20_1,3,20_counter,20,6,10,1,1.0,0.3,0.5,6 out of 20
exp3_4to20_3,3,20_counter,20,6,4,1,1.0,0.3,0.2,6 out of 20
exp3_4to20_4,3,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_4to20_6,3,20_counter,20,6,5,1,1.0,0.3,0.25,6 out of 20
exp3_4to20_7,3,20_counter,20,6,9,1,1.0,0.3,0.45,6 out of 20
exp3_4to20_8,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_10,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_11,3,20_counter,20,6,10,1,1.0,0.3,0.5,6 out of 20
exp3_4to20_13,3,20_counter,20,6,11,1,1.0,0.3,0.55,6 out of 20
exp3_4to20_16,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_17,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_18,3,20_counter,20,6,4,1,1.0,0.3,0.2,6 out of 20
exp3_4to20_20,3,20_counter,20,6,0,0,1.0,0.3,0.0,6 out of 20
exp3_4to20_21,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_22,3,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_4to20_26,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_28,3,20_counter,20,6,16,1,1.0,0.3,0.8,6 out of 20
exp3_4to20_29,3,20_counter,20,6,18,1,1.0,0.3,0.9,6 out of 20
exp3_4to20_31,3,20_counter,20,6,9,1,1.0,0.3,0.45,6 out of 20
exp3_4to20_32,3,20_counter,20,6,4,0,1.0,0.3,0.2,6 out of 20
exp3_4to20_33,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_34,3,20_counter,20,6,17,1,1.0,0.3,0.85,6 out of 20
exp3_4to20_35,3,20_counter,20,6,18,1,1.0,0.3,0.9,6 out of 20
exp3_4to20_36,3,20_counter,20,6,8,1,1.0,0.3,0.4,6 out of 20
exp3_4to20_37,3,20_counter,20,6,5,0,1.0,0.3,0.25,6 out of 20
exp3_4to20_38,3,20_counter,20,6,14,1,1.0,0.3,0.7,6 out of 20
exp3_4to20_39,3,20_counter,20,6,4,0,1.0,0.3,0.2,6 out of 20
exp3_4to20_40,3,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_4to20_41,3,20_counter,20,6,8,1,1.0,0.3,0.4,6 out of 20
exp3_4to20_44,3,20_counter,20,6,15,1,1.0,0.3,0.75,6 out of 20
exp3_4to20_45,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_46,3,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_4to20_47,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_49,3,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_4to20_50,3,20_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp3_4to20_51,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_52,3,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp3_4to20_53,3,20_counter,20,6,17,1,1.0,0.3,0.85,6 out of 20
exp3_4to20_54,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_55,3,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp3_4to20_56,3,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_0,4,20_counter,20,6,8,1,1.0,0.3,0.4,6 out of 20
exp4_4to20_1,4,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp4_4to20_2,4,20_counter,20,6,15,1,1.0,0.3,0.75,6 out of 20
exp4_4to20_3,4,20_counter,20,6,8,1,1.0,0.3,0.4,6 out of 20
exp4_4to20_4,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_5,4,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp4_4to20_6,4,20_counter,20,6,9,0,1.0,0.3,0.45,6 out of 20
exp4_4to20_7,4,20_counter,20,6,2,0,1.0,0.3,0.1,6 out of 20
exp4_4to20_8,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_9,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_10,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_11,4,20_counter,20,6,7,0,1.0,0.3,0.35,6 out of 20
exp4_4to20_12,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_13,4,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp4_4to20_14,4,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp4_4to20_15,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_16,4,20_counter,20,6,11,1,1.0,0.3,0.55,6 out of 20
exp4_4to20_17,4,20_counter,20,6,10,1,1.0,0.3,0.5,6 out of 20
exp4_4to20_18,4,20_counter,20,6,4,1,1.0,0.3,0.2,6 out of 20
exp4_4to20_19,4,20_counter,20,6,9,1,1.0,0.3,0.45,6 out of 20
exp4_4to20_20,4,20_counter,20,6,8,1,1.0,0.3,0.4,6 out of 20
exp4_4to20_21,4,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp4_4to20_22,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_23,4,20_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp4_4to20_24,4,20_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp4_4to20_25,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_26,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_27,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_28,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_29,4,20_counter,20,6,3,0,1.0,0.3,0.15,6 out of 20
exp4_4to20_30,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_31,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_32,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_34,4,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp4_4to20_35,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_36,4,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp4_4to20_38,4,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp4_4to20_39,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_40,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_42,4,20_counter,20,6,7,0,1.0,0.3,0.35,6 out of 20
exp4_4to20_44,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_46,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
exp4_4to20_49,4,20_counter,20,6,6,1,1.0,0.3,0.3,6 out of 20
exp4_4to20_50,4,20_counter,20,6,3,1,1.0,0.3,0.15,6 out of 20
exp4_4to20_51,4,20_counter,20,6,7,1,1.0,0.3,0.35,6 out of 20
exp4_4to20_52,4,20_counter,20,6,6,0,1.0,0.3,0.3,6 out of 20
